"stat_property","month_edit","no_statement","no_claim","stat_claim_ratio"
"P407","2014-10",391,515,1.31713554987212
"P162","2014-02",41,54,1.31707317073171
"P58","2014-07",224,295,1.31696428571429
"P81","2014-10",98,129,1.31632653061224
"P1120","2016-07",38,50,1.31578947368421
"P1142","2014-05",19,25,1.31578947368421
"P137","2014-05",209,275,1.31578947368421
"P277","2014-02",19,25,1.31578947368421
"P520","2014-09",19,25,1.31578947368421
"P854","2015-03",38,50,1.31578947368421
"P941","2016-06",19,25,1.31578947368421
"P945","2015-06",19,25,1.31578947368421
"P97","2015-10",238,313,1.31512605042017
"P41","2013-10",73,96,1.31506849315068
"P1855","2016-08",127,167,1.31496062992126
"P2521","2016-05",181,238,1.31491712707182
"P477","2014-11",124,163,1.31451612903226
"P1614","2016-03",35,46,1.31428571428571
"P137","2016-04",436,573,1.31422018348624
"P460","2016-01",775,1018,1.31354838709677
"P58","2013-07",252,331,1.31349206349206
"P81","2015-01",402,528,1.3134328358209
"P127","2013-08",83,109,1.31325301204819
"P1441","2016-01",179,235,1.31284916201117
"P1142","2015-07",16,21,1.3125
"P137","2014-07",176,231,1.3125
"P1552","2016-05",16,21,1.3125
"P248","2015-04",32,42,1.3125
"P449","2014-06",48,63,1.3125
"P468","2016-03",32,42,1.3125
"P529","2015-04",16,21,1.3125
"P749","2013-08",16,21,1.3125
"P898","2016-02",16,21,1.3125
"P243","2016-05",61,80,1.31147540983607
"P9","2016-01",794,1041,1.31108312342569
"P1614","2015-09",174,228,1.31034482758621
"P675","2016-04",29,38,1.31034482758621
"P58","2013-08",448,587,1.31026785714286
"P366","2015-11",171,224,1.30994152046784
"P1038","2014-08",71,93,1.30985915492958
"P1303","2015-10",126,165,1.30952380952381
"P747","2015-09",340,445,1.30882352941176
"P800","2014-10",81,106,1.30864197530864
"P1433","2014-10",107,140,1.30841121495327
"P9","2015-10",749,980,1.30841121495327
"P1142","2014-04",26,34,1.30769230769231
"P122","2013-02",13,17,1.30769230769231
"P127","2015-11",182,238,1.30769230769231
"P1365","2016-07",104,136,1.30769230769231
"P149","2016-10",13,17,1.30769230769231
"P1618","2015-06",13,17,1.30769230769231
"P1659","2015-04",26,34,1.30769230769231
"P1684","2015-03",13,17,1.30769230769231
"P169","2015-06",26,34,1.30769230769231
"P184","2015-01",13,17,1.30769230769231
"P2578","2016-05",13,17,1.30769230769231
"P35","2014-10",13,17,1.30769230769231
"P408","2016-09",13,17,1.30769230769231
"P417","2014-07",13,17,1.30769230769231
"P438","2014-02",13,17,1.30769230769231
"P487","2013-12",13,17,1.30769230769231
"P529","2014-09",13,17,1.30769230769231
"P558","2015-09",13,17,1.30769230769231
"P612","2014-02",13,17,1.30769230769231
"P898","2015-02",13,17,1.30769230769231
"P915","2015-04",13,17,1.30769230769231
"P941","2016-07",13,17,1.30769230769231
"P945","2016-04",13,17,1.30769230769231
"P969","2016-10",13,17,1.30769230769231
"P98","2016-07",65,85,1.30769230769231
"P58","2016-05",449,587,1.30734966592428
"P1855","2016-09",140,183,1.30714285714286
"P81","2013-02",1602,2094,1.30711610486891
"P106","2013-09",22998,30049,1.30659187755457
"P1317","2015-01",62,81,1.30645161290323
"P1028","2014-12",49,64,1.30612244897959
"P793","2016-07",134,175,1.30597014925373
"P162","2014-05",314,410,1.30573248407643
"P101","2016-03",262,342,1.30534351145038
"P195","2014-06",131,171,1.30534351145038
"P6","2014-03",233,304,1.30472103004292
"P137","2015-09",499,651,1.30460921843687
"P200","2013-10",23,30,1.30434782608696
"P275","2013-09",23,30,1.30434782608696
"P277","2014-01",23,30,1.30434782608696
"P529","2014-03",23,30,1.30434782608696
"P53","2014-11",46,60,1.30434782608696
"P664","2015-10",23,30,1.30434782608696
"P88","2014-09",46,60,1.30434782608696
"P118","2014-02",79,103,1.30379746835443
"P505","2016-01",79,103,1.30379746835443
"P414","2013-05",56,73,1.30357142857143
"P1317","2015-05",313,408,1.30351437699681
"P195","2014-04",89,116,1.30337078651685
"P1327","2016-04",33,43,1.3030303030303
"P1855","2015-04",33,43,1.3030303030303
"P220","2013-03",33,43,1.3030303030303
"P579","2014-09",33,43,1.3030303030303
"P9","2013-03",185,241,1.3027027027027
"P1071","2015-02",76,99,1.30263157894737
"P181","2014-07",238,310,1.30252100840336
"P348","2014-12",86,112,1.30232558139535
"P166","2015-03",3546,4616,1.30174844895657
"P108","2013-09",2320,3020,1.30172413793103
"P1038","2015-07",73,95,1.3013698630137
"P1352","2016-07",166,216,1.30120481927711
"P206","2014-12",93,121,1.3010752688172
"P29","2013-03",339,441,1.30088495575221
"P40","2015-07",2763,3592,1.30003619254434
"P1031","2014-03",10,13,1.3
"P1038","2015-02",50,65,1.3
"P1071","2015-08",20,26,1.3
"P1114","2016-09",10,13,1.3
"P1308","2014-12",10,13,1.3
"P1321","2015-01",10,13,1.3
"P1416","2016-03",30,39,1.3
"P1445","2014-08",20,26,1.3
"P1451","2015-01",10,13,1.3
"P1535","2016-04",30,39,1.3
"P1844","2016-06",30,39,1.3
"P195","2013-12",20,26,1.3
"P241","2013-07",10,13,1.3
"P2802","2016-07",60,78,1.3
"P35","2016-02",10,13,1.3
"P414","2013-09",30,39,1.3
"P444","2015-10",10,13,1.3
"P449","2013-11",10,13,1.3
"P452","2013-10",60,78,1.3
"P462","2014-08",10,13,1.3
"P474","2013-04",10,13,1.3
"P477","2014-04",30,39,1.3
"P487","2015-08",10,13,1.3
"P490","2015-10",10,13,1.3
"P552","2013-12",10,13,1.3
"P618","2015-01",10,13,1.3
"P669","2015-02",140,182,1.3
"P747","2014-07",30,39,1.3
"P750","2014-01",10,13,1.3
"P833","2014-04",10,13,1.3
"P941","2014-05",20,26,1.3
"P991","2016-07",10,13,1.3
"P279","2016-01",101606,132072,1.2998444973722
"P2521","2016-02",1091,1418,1.29972502291476
"P40","2015-11",2210,2871,1.29909502262443
"P27","2014-09",58412,75864,1.29877422447442
"P7","2016-03",636,826,1.29874213836478
"P84","2014-08",104,135,1.29807692307692
"P9","2015-08",188,244,1.29787234042553
"P463","2015-07",632,820,1.29746835443038
"P127","2015-09",195,253,1.2974358974359
"P1343","2014-08",148,192,1.2972972972973
"P1449","2015-03",37,48,1.2972972972973
"P463","2013-11",259,336,1.2972972972973
"P802","2016-01",37,48,1.2972972972973
"P1420","2016-06",596,773,1.29697986577181
"P1365","2015-07",529,686,1.29678638941399
"P1017","2016-08",583,756,1.2967409948542
"P137","2016-07",418,542,1.29665071770335
"P9","2015-03",226,293,1.29646017699115
"P1431","2014-10",27,35,1.2962962962963
"P275","2016-10",27,35,1.2962962962963
"P425","2014-06",54,70,1.2962962962963
"P941","2014-06",27,35,1.2962962962963
"P466","2016-08",98,127,1.29591836734694
"P2929","2016-06",44,57,1.29545454545455
"P1448","2016-02",332,430,1.29518072289157
"P1614","2015-10",454,588,1.29515418502203
"P108","2013-05",122,158,1.29508196721311
"P1344","2016-03",3007,3893,1.29464582640505
"P1040","2015-06",17,22,1.29411764705882
"P1329","2015-06",17,22,1.29411764705882
"P1399","2015-09",17,22,1.29411764705882
"P1408","2015-09",17,22,1.29411764705882
"P1535","2016-07",17,22,1.29411764705882
"P169","2015-08",17,22,1.29411764705882
"P37","2013-07",17,22,1.29411764705882
"P37","2015-01",17,22,1.29411764705882
"P412","2013-08",17,22,1.29411764705882
"P451","2013-07",51,66,1.29411764705882
"P529","2016-06",17,22,1.29411764705882
"P558","2013-11",34,44,1.29411764705882
"P805","2014-09",51,66,1.29411764705882
"P435","2014-03",398,515,1.29396984924623
"P40","2013-11",2688,3478,1.29389880952381
"P186","2015-02",1974,2554,1.29381965552178
"P528","2016-06",143,185,1.29370629370629
"P747","2015-04",109,141,1.29357798165138
"P1317","2015-07",167,216,1.29341317365269
"P1003","2016-04",75,97,1.29333333333333
"P1435","2014-11",536,693,1.29291044776119
"P512","2013-11",41,53,1.29268292682927
"P607","2015-09",164,212,1.29268292682927
"P84","2013-05",41,53,1.29268292682927
"P921","2013-11",41,53,1.29268292682927
"P2263","2015-11",301,389,1.29235880398671
"P742","2014-08",65,84,1.29230769230769
"P742","2015-09",154,199,1.29220779220779
"P38","2015-12",24,31,1.29166666666667
"P452","2015-02",48,62,1.29166666666667
"P941","2016-09",24,31,1.29166666666667
"P108","2016-05",13929,17991,1.29162179625242
"P7","2016-04",657,848,1.29071537290715
"P451","2013-05",86,111,1.2906976744186
"P97","2016-02",179,231,1.29050279329609
"P287","2013-08",31,40,1.29032258064516
"P662","2015-07",31,40,1.29032258064516
"P854","2015-01",31,40,1.29032258064516
"P1346","2014-11",131,169,1.29007633587786
"P7","2016-09",725,935,1.28965517241379
"P1659","2016-07",38,49,1.28947368421053
"P6","2014-09",76,98,1.28947368421053
"P941","2014-11",38,49,1.28947368421053
"P1128","2016-05",45,58,1.28888888888889
"P742","2015-05",97,125,1.28865979381443
"P1344","2015-01",669,862,1.28849028400598
"P275","2014-09",52,67,1.28846153846154
"P607","2015-03",52,67,1.28846153846154
"P460","2016-09",514,662,1.28793774319066
"P6","2015-06",108,139,1.28703703703704
"P58","2014-10",255,328,1.28627450980392
"P1019","2016-06",77,99,1.28571428571429
"P1075","2014-03",7,9,1.28571428571429
"P1098","2016-01",7,9,1.28571428571429
"P1110","2015-07",7,9,1.28571428571429
"P113","2015-10",7,9,1.28571428571429
"P1133","2014-05",7,9,1.28571428571429
"P1153","2016-02",7,9,1.28571428571429
"P1174","2014-03",14,18,1.28571428571429
"P1269","2014-08",7,9,1.28571428571429
"P1324","2015-06",7,9,1.28571428571429
"P1382","2015-09",7,9,1.28571428571429
"P1382","2015-11",7,9,1.28571428571429
"P1399","2014-09",7,9,1.28571428571429
"P1441","2015-01",133,171,1.28571428571429
"P1451","2015-04",49,63,1.28571428571429
"P1462","2015-12",14,18,1.28571428571429
"P149","2013-11",7,9,1.28571428571429
"P1540","2016-02",7,9,1.28571428571429
"P1549","2014-11",7,9,1.28571428571429
"P1549","2016-05",77,99,1.28571428571429
"P157","2016-07",7,9,1.28571428571429
"P1571","2015-04",7,9,1.28571428571429
"P1684","2016-08",63,81,1.28571428571429
"P169","2014-05",7,9,1.28571428571429
"P1750","2015-07",28,36,1.28571428571429
"P1943","2015-12",7,9,1.28571428571429
"P1962","2016-09",7,9,1.28571428571429
"P206","2014-11",21,27,1.28571428571429
"P2131","2016-01",7,9,1.28571428571429
"P2144","2016-08",7,9,1.28571428571429
"P2237","2016-09",7,9,1.28571428571429
"P2309","2015-12",7,9,1.28571428571429
"P2440","2016-07",21,27,1.28571428571429
"P2505","2016-02",7,9,1.28571428571429
"P2611","2016-05",35,45,1.28571428571429
"P277","2013-05",21,27,1.28571428571429
"P277","2013-08",28,36,1.28571428571429
"P277","2016-08",28,36,1.28571428571429
"P282","2015-04",7,9,1.28571428571429
"P2839","2016-05",7,9,1.28571428571429
"P286","2013-09",7,9,1.28571428571429
"P287","2014-08",7,9,1.28571428571429
"P2936","2016-07",7,9,1.28571428571429
"P358","2014-06",7,9,1.28571428571429
"P374","2013-05",7,9,1.28571428571429
"P380","2013-07",7,9,1.28571428571429
"P395","2014-08",7,9,1.28571428571429
"P404","2016-02",7,9,1.28571428571429
"P405","2015-10",7,9,1.28571428571429
"P417","2015-04",35,45,1.28571428571429
"P437","2016-08",21,27,1.28571428571429
"P450","2014-10",7,9,1.28571428571429
"P457","2016-08",14,18,1.28571428571429
"P48","2013-03",7,9,1.28571428571429
"P485","2016-09",21,27,1.28571428571429
"P511","2014-10",7,9,1.28571428571429
"P529","2015-02",7,9,1.28571428571429
"P529","2015-07",7,9,1.28571428571429
"P529","2016-07",7,9,1.28571428571429
"P533","2016-03",7,9,1.28571428571429
"P618","2014-03",7,9,1.28571428571429
"P642","2015-12",7,9,1.28571428571429
"P664","2013-10",7,9,1.28571428571429
"P664","2014-03",28,36,1.28571428571429
"P673","2013-07",7,9,1.28571428571429
"P747","2015-01",21,27,1.28571428571429
"P763","2013-08",7,9,1.28571428571429
"P766","2013-08",42,54,1.28571428571429
"P790","2016-09",7,9,1.28571428571429
"P805","2014-07",42,54,1.28571428571429
"P89","2013-11",7,9,1.28571428571429
"P897","2014-09",7,9,1.28571428571429
"P898","2016-06",21,27,1.28571428571429
"P942","2016-01",7,9,1.28571428571429
"P945","2013-12",7,9,1.28571428571429
"P947","2016-04",14,18,1.28571428571429
"P81","2014-12",200,257,1.285
"P108","2015-05",579,744,1.28497409326425
"P551","2015-10",295,379,1.28474576271186
"P101","2014-04",130,167,1.28461538461538
"P18","2014-07",24151,31013,1.28412902157261
"P407","2016-03",377,484,1.28381962864721
"P766","2014-05",141,181,1.28368794326241
"P135","2014-07",208,267,1.28365384615385
"P58","2015-01",134,172,1.28358208955224
"P58","2015-03",314,403,1.28343949044586
"P413","2014-10",60,77,1.28333333333333
"P609","2016-08",113,145,1.28318584070796
"P2052","2015-09",53,68,1.28301886792453
"P816","2016-06",527,676,1.28273244781784
"P2067","2015-09",46,59,1.28260869565217
"P404","2015-01",46,59,1.28260869565217
"P7","2015-01",446,572,1.28251121076233
"P7","2014-12",347,445,1.28242074927954
"P264","2014-09",170,218,1.28235294117647
"P1448","2016-09",1298,1664,1.28197226502311
"P264","2015-10",188,241,1.28191489361702
"P81","2015-11",355,455,1.28169014084507
"P108","2013-12",277,355,1.28158844765343
"P1050","2015-10",32,41,1.28125
"P425","2013-08",32,41,1.28125
"P127","2014-07",281,360,1.28113879003559
"P87","2015-06",370,474,1.28108108108108
"P1324","2016-09",523,670,1.2810707456979
"P793","2015-06",153,196,1.28104575163399
"P664","2016-02",89,114,1.28089887640449
"P684","2016-06",178,228,1.28089887640449
"P178","2013-07",57,73,1.28070175438596
"P937","2016-06",164,210,1.28048780487805
"P277","2014-12",25,32,1.28
"P296","2013-07",25,32,1.28
"P395","2014-10",25,32,1.28
"P749","2014-09",25,32,1.28
"P1343","2015-08",826,1057,1.27966101694915
"P166","2015-09",4131,5286,1.27959331880901
"P161","2016-09",8251,10557,1.27948127499697
"P1037","2016-09",68,87,1.27941176470588
"P186","2014-02",519,664,1.27938342967245
"P108","2015-06",920,1177,1.27934782608696
"P2875","2016-08",154,197,1.27922077922078
"P106","2013-02",1369,1751,1.27903579254931
"P971","2015-02",4437,5674,1.27879197656074
"P410","2015-10",262,335,1.27862595419847
"P6","2016-08",838,1071,1.27804295942721
"P112","2013-09",72,92,1.27777777777778
"P1128","2014-12",54,69,1.27777777777778
"P1142","2015-06",18,23,1.27777777777778
"P2155","2015-10",36,46,1.27777777777778
"P263","2013-03",18,23,1.27777777777778
"P2670","2016-06",36,46,1.27777777777778
"P452","2014-05",54,69,1.27777777777778
"P529","2015-10",36,46,1.27777777777778
"P607","2013-11",18,23,1.27777777777778
"P724","2016-07",18,23,1.27777777777778
"P816","2015-09",18,23,1.27777777777778
"P941","2015-01",18,23,1.27777777777778
"P989","2014-03",198,253,1.27777777777778
"P594","2015-09",847,1082,1.27744982290437
"P1448","2016-07",501,640,1.27744510978044
"P1448","2015-06",231,295,1.27705627705628
"P9","2014-01",112,143,1.27678571428571
"P137","2016-06",441,563,1.27664399092971
"P1056","2016-07",47,60,1.27659574468085
"P1116","2014-04",47,60,1.27659574468085
"P51","2014-05",47,60,1.27659574468085
"P702","2015-09",217,277,1.27649769585253
"P115","2016-08",76,97,1.27631578947368
"P449","2015-07",250,319,1.276
"P1066","2016-10",29,37,1.27586206896552
"P1441","2016-03",185,236,1.27567567567568
"P1038","2014-06",69,88,1.27536231884058
"P37","2013-03",69,88,1.27536231884058
"P277","2015-09",40,51,1.275
"P45","2013-06",40,51,1.275
"P466","2015-08",40,51,1.275
"P1056","2015-09",91,116,1.27472527472527
"P1003","2016-09",51,65,1.27450980392157
"P184","2016-01",51,65,1.27450980392157
"P357","2013-12",73,93,1.27397260273973
"P477","2013-09",84,107,1.27380952380952
"P462","2016-08",300,382,1.27333333333333
"P1071","2015-10",11,14,1.27272727272727
"P1142","2014-08",33,42,1.27272727272727
"P1574","2015-07",22,28,1.27272727272727
"P16","2013-05",11,14,1.27272727272727
"P162","2016-08",275,350,1.27272727272727
"P1638","2016-04",11,14,1.27272727272727
"P1670","2015-01",22,28,1.27272727272727
"P168","2013-02",11,14,1.27272727272727
"P169","2013-06",11,14,1.27272727272727
"P1733","2016-09",11,14,1.27272727272727
"P184","2014-07",11,14,1.27272727272727
"P2176","2015-12",11,14,1.27272727272727
"P219","2013-05",11,14,1.27272727272727
"P241","2013-12",11,14,1.27272727272727
"P2850","2016-08",11,14,1.27272727272727
"P366","2016-01",66,84,1.27272727272727
"P397","2016-03",11,14,1.27272727272727
"P449","2014-01",11,14,1.27272727272727
"P466","2013-06",11,14,1.27272727272727
"P477","2013-10",11,14,1.27272727272727
"P518","2015-11",11,14,1.27272727272727
"P742","2014-04",55,70,1.27272727272727
"P92","2016-07",11,14,1.27272727272727
"P1441","2014-12",283,360,1.27208480565371
"P267","2015-08",1361,1731,1.27185892725937
"P1317","2015-06",162,206,1.27160493827161
"P286","2016-09",199,253,1.2713567839196
"P39","2015-12",7466,9491,1.27122957406911
"P494","2016-03",59,75,1.27118644067797
"P2439","2016-06",48,61,1.27083333333333
"P264","2013-10",6469,8221,1.27083011284588
"P605","2015-06",1057,1343,1.27057710501419
"P1750","2015-03",1106,1405,1.27034358047016
"P1038","2014-01",37,47,1.27027027027027
"P413","2015-08",148,188,1.27027027027027
"P7","2016-06",481,611,1.27027027027027
"P738","2015-01",37,47,1.27027027027027
"P58","2016-04",1174,1491,1.27001703577513
"P594","2014-08",100,127,1.27
"P40","2016-06",2241,2846,1.26996876394467
"P512","2015-07",126,160,1.26984126984127
"P1435","2014-10",17680,22444,1.26945701357466
"P112","2014-10",130,165,1.26923076923077
"P1143","2016-09",26,33,1.26923076923077
"P1303","2015-04",52,66,1.26923076923077
"P2175","2016-02",52,66,1.26923076923077
"P277","2014-09",26,33,1.26923076923077
"P3067","2016-08",26,33,1.26923076923077
"P360","2013-03",26,33,1.26923076923077
"P436","2016-06",52,66,1.26923076923077
"P488","2013-09",26,33,1.26923076923077
"P162","2015-09",171,217,1.26900584795322
"P166","2016-09",10775,13673,1.26895591647332
"P101","2013-05",119,151,1.26890756302521
"P463","2016-09",610,774,1.26885245901639
"P275","2016-04",93,118,1.26881720430108
"P737","2015-07",253,321,1.26877470355731
"P463","2014-01",335,425,1.26865671641791
"P112","2015-07",164,208,1.26829268292683
"P243","2015-03",41,52,1.26829268292683
"P742","2014-10",56,71,1.26785714285714
"P461","2016-02",116,147,1.26724137931034
"P7","2013-11",191,242,1.26701570680628
"P112","2013-12",75,95,1.26666666666667
"P1371","2016-09",30,38,1.26666666666667
"P1456","2016-02",15,19,1.26666666666667
"P1614","2016-04",60,76,1.26666666666667
"P169","2015-12",15,19,1.26666666666667
"P1750","2015-11",15,19,1.26666666666667
"P185","2016-06",15,19,1.26666666666667
"P200","2014-01",15,19,1.26666666666667
"P2357","2015-11",15,19,1.26666666666667
"P37","2015-10",75,95,1.26666666666667
"P408","2013-09",15,19,1.26666666666667
"P410","2013-07",15,19,1.26666666666667
"P417","2015-03",60,76,1.26666666666667
"P492","2016-05",15,19,1.26666666666667
"P941","2015-10",30,38,1.26666666666667
"P136","2015-07",3966,5023,1.26651538073626
"P793","2014-11",316,400,1.26582278481013
"P81","2013-04",497,629,1.26559356136821
"P9","2014-05",98,124,1.26530612244898
"P69","2013-08",317,401,1.26498422712934
"P937","2016-03",18766,23738,1.26494724501758
"P7","2015-06",419,530,1.26491646778043
"P101","2016-08",151,191,1.26490066225166
"P1003","2016-03",34,43,1.26470588235294
"P443","2016-02",34,43,1.26470588235294
"P477","2014-12",34,43,1.26470588235294
"P7","2014-05",257,325,1.26459143968872
"P166","2016-10",155,196,1.26451612903226
"P39","2014-01",605,765,1.26446280991736
"P438","2014-12",53,67,1.26415094339623
"P101","2013-08",144,182,1.26388888888889
"P126","2013-04",72,91,1.26388888888889
"P551","2016-07",296,374,1.26351351351351
"P1283","2015-02",19,24,1.26315789473684
"P169","2013-05",19,24,1.26315789473684
"P200","2015-03",19,24,1.26315789473684
"P2206","2016-04",19,24,1.26315789473684
"P277","2015-02",38,48,1.26315789473684
"P277","2015-03",19,24,1.26315789473684
"P493","2016-09",19,24,1.26315789473684
"P558","2016-05",19,24,1.26315789473684
"P793","2013-09",114,144,1.26315789473684
